Date/Time,Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly),Misc_Loads:InteriorEquipment:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),WaterSystems:Electricity [J](Hourly) 
 02/15  01:00:00,38425978.18795294,1868155.9338272736,1162512.0138114598,680348.5343547517,5658011.824074169,0.0,516583.3088635412,5336222.4907335559,20269358.49056605,174711.32307692307,2760074.2686452909 
 02/15  02:00:00,34590656.76161701,1120924.1156763742,697531.0351369232,408209.12061285096,4916859.7401523259,0.0,489187.3972312454,4791673.790032356,19111109.433962268,174711.32307692307,2880450.805735818 
 02/15  03:00:00,32147311.60179267,747231.8181508987,464980.9786745365,272139.4137419008,4361502.340729866,0.0,468674.4632688854,4142562.3853859559,18531984.905660374,174711.32307692307,2983523.9731033968 
 02/15  04:00:00,30729096.690412437,747231.8181508987,464980.9786745365,272139.4137419008,3777081.7591871076,0.0,447093.96868662469,3827688.5266093469,17952860.377358509,174711.32307692307,3065308.52492664 
 02/15  05:00:00,31459619.30614217,830800.7824789592,517042.6460280523,301001.6125189955,3222856.307694733,0.0,426629.96607643799,4306401.897551696,18531984.905660374,174711.32307692307,3148189.8650560427 
 02/15  06:00:00,38022652.01718901,2279736.90256547,1418531.5175705115,822423.298920225,2826854.076542916,2731021.8607832717,444111.9344166605,4981726.8006359939,19111109.433962268,174711.32307692307,3232424.868714842 
 02/15  07:00:00,48402233.49973366,5352080.362597074,3330397.9653719367,965411.4392174832,3304318.9168395355,2214953.5981069456,454231.04721567957,7860274.258021971,21427607.547169798,174711.32307692307,3318247.042116442 
 02/15  08:00:00,56289126.44516714,6772905.533074146,4214493.236379812,0.0,3291577.8649931156,1894181.480746137,450140.3023371447,11762083.787051518,24323230.18867926,174711.32307692307,3405802.728829235 
 02/15  09:00:00,57573889.76281738,7197625.315216756,4478852.137655444,0.0,2253102.0560110548,545189.4835011945,396308.78387105397,14130331.600459932,24902354.716981118,174711.32307692307,3495414.3460439557 
 02/15  10:00:00,58179625.57017429,7398679.715684263,4603943.100404167,0.0,122940.69547592668,423447.5414680502,316368.6273645656,16649905.050285642,24902354.716981118,174711.32307692307,3587274.7994335659 
 02/15  11:00:00,58236795.66174524,7197472.538316704,4478733.003405208,0.0,114518.2787273992,328662.4914101277,315005.74078199008,17044605.15131696,24902354.716981118,174711.3264641879,3680732.4143416325 
 02/15  12:00:00,59551830.40083717,6918807.47262314,4305273.535060312,0.0,113531.86444378071,269895.68155765088,314308.64522299196,18280417.53652324,25481479.245282998,174711.35664508699,3693405.063478162 
 02/15  13:00:00,56690970.149387497,6717600.295255575,4180063.4380613539,0.0,115766.63134160971,464324.9922397669,50058.26172401685,18426841.2305208,26060603.773584907,174711.32307692307,501000.20358268127 
 02/15  14:00:00,53728323.69157004,6658475.6349357259,4143250.954738158,0.0,134177.9326986994,153698.7983890362,5963.658550991332,16397441.615595518,26060603.773584907,174711.32307692307,0.0 
 02/15  15:00:00,54809088.30717844,6738836.284362706,4193287.3398376468,0.0,158487.29197315844,50307.044759117765,159270.3915579191,16474605.074161819,25481479.245282998,174712.04278160819,1378103.5924616748 
 02/15  16:00:00,57406317.38874842,7264541.597439226,4520429.990988115,0.0,403127.20758161609,0.0,320080.18401870867,15400393.042389889,26639728.301886795,174711.32307692307,2683305.741367332 
 02/15  17:00:00,66121482.16685523,8764199.64834277,5453608.573093584,0.0,443081.5628617938,0.0,321615.5973766751,20314766.301088863,27797977.358490588,174711.32307692307,2851521.802524172 
 02/15  18:00:00,93856874.38952339,11596225.044593677,7215842.402597489,1811277.9724175586,12027639.9714024,151009.15671641934,752797.557578371,27002650.834350539,30114475.471698125,174711.32307692307,3010244.6550919825 
 02/15  19:00:00,176154821.67577289,14507388.875071165,9027397.811699463,4687055.575693236,9189320.70309133,360370.92299653418,573090.8166765128,23151923.60059998,30693600.0,174717.26531290913,83789956.10463152 
 02/15  20:00:00,98217760.52945511,15124913.10507851,9411605.768713396,5369331.348869315,8330682.422705995,0.0,614306.6958008907,16631012.19537,28956226.415094329,174711.55497156798,13604971.022850937 
 02/15  21:00:00,77891926.71348134,12856328.916216782,7999984.037656624,5085296.064472827,7477169.470399849,0.0,582776.9586916918,13875337.717232075,27218852.83018867,174711.32307692307,2621469.395546169 
 02/15  22:00:00,69347174.00596524,9736013.509569077,6058334.027295979,4089467.3765159586,7013787.384653043,0.0,565660.2193430322,12905688.38940534,26060603.773584907,174711.32307692307,2742908.002520971 
 02/15  23:00:00,63668866.82942033,8377215.760512831,5212719.119114616,3606194.0775761606,6279441.698984833,0.0,539367.5430126243,13522365.098162989,23164981.132075468,174711.50957357349,2791870.8904075298 
 02/15  24:00:00,44485610.33072566,3762436.7175633169,2341226.285655135,1370171.3147942557,5203045.677233643,0.0,499618.61214112947,7474795.4622174,20848483.01886791,174711.32307692307,2811121.919176071 
 02/16  01:00:00,37418296.10203257,1868155.9338272736,1162512.0138114598,680348.5343547517,4531124.461303185,0.0,474817.9441491271,5336222.4907335559,20269358.49056605,174711.32307692307,2921044.9102103088 
 02/16  02:00:00,33735585.43562791,1120924.1156763742,697531.0351369232,408209.12061285096,3958728.097877343,0.0,453675.0399319736,4791673.790032356,19111109.433962268,174711.32307692307,3019023.4793209496 
 02/16  03:00:00,31231270.168033448,747231.8181508987,464980.9786745365,272139.4137419008,3455285.677006328,0.0,435122.2057725752,4142562.3853859559,18531984.905660374,174711.90758695734,3007250.876053981 
 02/16  04:00:00,40075733.802946347,747231.8181508987,464980.9786745365,272139.4137419008,3456301.3237868568,0.0,435161.8014313312,9327213.948060215,17952860.377358509,174711.68686745637,7245132.454874653 
 02/16  05:00:00,48556126.55427656,830800.7824789592,517042.6460280523,301001.6125189955,2784626.1987546577,0.0,410365.1997418262,4306401.897551696,18531984.905660374,174711.7991852584,20699191.512356797 
 02/16  06:00:00,39318082.09206058,2279736.90256547,1418531.5175705115,822423.298920225,2605388.52698627,2838593.8394374267,436454.520277058,4981726.8006359939,19111109.433962268,174711.3766622334,4649405.87504319 
 02/16  07:00:00,48820036.342579428,5352080.362597074,3330397.9653719367,965411.4392174832,3335516.6510542056,2220362.3012050429,454980.35352965639,7860274.258021971,21427607.547169798,174711.32307692307,3698694.1413354577 
 02/16  08:00:00,56259455.77177765,6772905.533074146,4214493.236379812,0.0,3989872.9621121895,1803439.389095943,474660.7724176539,11762083.787051518,24323230.18867926,174711.32307692307,2744058.5798903515 
 02/16  09:00:00,58158423.106430318,7197625.315216756,4478852.137655444,0.0,3458716.9622015056,510572.9941255181,440329.792498694,14130331.600459932,24902354.716981118,174711.32307692307,2864928.2642144926 
 02/16  10:00:00,57525205.205159317,7398679.715684263,4603943.100404167,0.0,153599.12486920146,352451.8633352028,316593.2683546957,16649905.050285642,24902354.716981118,174711.32307692307,2972967.042168039 
 02/16  11:00:00,57564902.24013657,7197472.538316704,4478733.003405208,0.0,146522.64543546237,250253.72364313238,315187.78220370088,17044605.15131696,24902354.716981118,174711.32369307008,3055061.355141303 
 02/16  12:00:00,58927459.70135236,6918807.47262314,4305273.535060312,0.0,157792.68424856949,156777.74443018402,314496.0303320726,18280417.53652324,25481479.245282998,174711.32307692307,3137704.1297751127 
 02/16  13:00:00,59475719.121504377,6717600.295255575,4180063.4380613539,0.0,169769.55608019827,208920.6212190324,315443.85537226949,18426841.2305208,26060603.773584907,174711.32307692307,3221765.0283334634 
 02/16  14:00:00,57286820.51956028,6658475.6349357259,4143250.954738158,0.0,225401.27745053205,4822.566784119588,314813.81267114265,16397441.615595518,26060603.773584907,174711.32307692307,3307299.560723171 
 02/16  15:00:00,57397843.2891231,6738836.284362706,4193287.3398376468,0.0,613225.6873157898,0.0,327177.05651642676,16474605.074161819,25481479.245282998,174711.32307692307,3394521.278569006 
 02/16  16:00:00,58758089.94365077,7264541.597439226,4520429.990988115,0.0,935889.0989875334,0.0,338636.8878602377,15400393.042389889,26639728.301886795,174711.32307692307,3483759.701022243 
 02/16  17:00:00,67776816.11674488,8764199.64834277,5453608.573093584,0.0,1342617.06486934,0.0,353666.3949018946,20314766.301088863,27797977.358490588,174711.32307692307,3575269.452881034 
 02/16  18:00:00,100172350.72366096,11596225.044593677,7215842.402597489,1811277.9724175586,17607081.44952383,23742.725178256136,957097.27280441,27002650.834350539,30114475.471698125,174711.32307692307,3669246.2274202515 
 02/16  19:00:00,99252485.73696566,14507388.875071165,9027397.811699463,4687055.575693236,12312375.229947444,168944.05648431186,763002.9810827931,23151923.60059998,30693600.0,174711.32307692307,3766086.283310083 
 02/16  20:00:00,86949856.56516876,15124913.10507851,9411605.768713396,5369331.348869315,10672621.999035147,0.0,409144.54986583816,16631012.19537,28956226.415094329,174711.32307692307,200289.86006510358 
 02/16  21:00:00,76866805.32390112,12856328.916216782,7999984.037656624,5085296.064472827,9313430.617387627,0.0,342863.8176698472,13875337.717232075,27218852.83018867,174711.32307692307,0.0 
 02/16  22:00:00,67710099.63465503,9736013.509569077,6058334.027295979,4089467.3765159586,8376953.125760594,0.0,308328.0937401267,12905688.38940534,26060603.773584907,174711.33878303317,0.0 
 02/16  23:00:00,59269091.2306077,8377215.760512831,5212719.119114616,3606194.0775761606,6981503.801603347,0.0,334640.6518134917,10584203.508468977,23164981.132075468,174711.62580298208,832921.5536400896 
 02/16  24:00:00,45003073.78045285,3762436.7175633169,2341226.285655135,1370171.3147942557,5711900.637321999,0.0,518428.3836974737,7474795.4622174,20848483.01886791,174711.57437368949,2800920.385961784 
 02/17  01:00:00,37995574.61245143,1868155.9338272736,1162512.0138114598,680348.5343547517,4820992.773668837,0.0,485523.45568936257,5592774.175862083,20269358.49056605,174711.32307692307,2941197.911594793 
 02/17  02:00:00,33773738.85828041,1120924.1156763742,697531.0351369232,408209.12061285096,4086797.4688739127,0.0,458444.86474187069,4945604.801109471,19111109.433962268,174711.90296781568,2770406.115198996 
 02/17  03:00:00,55321989.129847008,747231.8181508987,464980.9786745365,272139.4137419008,3396501.395111408,0.0,356082.65591447948,4245183.059437366,18531984.905660374,174712.4018650371,27133172.501291075 
 02/17  04:00:00,29263037.46389614,747231.8181508987,464980.9786745365,272139.4137419008,2768075.1251509555,0.0,409784.6104838423,3878998.863635052,17952860.377358509,174711.32307692307,2594254.9536235758 
 02/17  05:00:00,110470083.02607228,830800.7824789592,517042.6460280523,301001.6125189955,2283604.192919937,0.0,391911.77467935069,4409022.571603107,18531984.905660374,174715.19913973497,83029999.34104383 
 02/17  06:00:00,174208578.4086123,2279736.90256547,1418531.5175705115,822423.298920225,1951724.9934291868,0.0,148973.95900689643,5135657.81171311,19111109.433962268,174717.62529482897,143165702.8661499 
 02/17  07:00:00,44503285.50477713,5352080.362597074,3330397.9653719367,965411.4392174832,2198087.1363335486,0.0,388755.3602274405,8270756.954227615,21427607.547169798,174711.32307692307,2395477.4165554416 
 02/17  08:00:00,53826098.015611927,6772905.533074146,4214493.236379812,0.0,2834071.7310617717,0.0,412249.72144772906,12583049.179462806,24323230.18867926,174711.32307692307,2511387.1024295075 
 02/17  09:00:00,86042805.777161,7197625.315216756,4478852.137655444,0.0,2207873.227164031,0.0,312246.36557938987,15361779.68907686,24902354.716981118,174712.11423017033,31407362.211257228 
 02/17  10:00:00,60246039.39132699,7398679.715684263,4603943.100404167,0.0,1962170.270135865,0.0,380043.9923237317,18394456.509159589,24902354.716981118,174711.32307692307,2429679.7635612527 
 02/17  11:00:00,96372475.42608416,7197472.538316704,4478733.003405208,0.0,2122504.4670063208,0.0,385938.8915394395,19045708.295319439,24902354.716981118,174712.20415507887,38065051.30936084 
 02/17  12:00:00,63001909.439805019,6918807.47262314,4305273.535060312,0.0,2856885.3271897595,0.0,336118.1097892088,20358486.18606427,25481479.245282998,174711.32307692307,2570148.240718459 
 02/17  13:00:00,103022401.77880076,6717600.295255575,4180063.4380613539,0.0,3207072.6905198718,0.0,425933.72219044688,20325323.700471946,26060603.773584907,174712.2331028045,41931091.925613958 
 02/17  14:00:00,64513646.87085561,6658475.6349357259,4143250.954738158,0.0,3414904.8973083018,0.0,356737.29523361966,18116337.905956665,26060603.773584907,174711.40407124899,5588625.005027097 
 02/17  15:00:00,61045960.59790311,6738836.284362706,4193287.3398376468,0.0,3501502.1237893106,0.0,436844.53995410396,17936949.67939442,25481479.245282998,174711.32307692307,2582350.06220524 
 02/17  16:00:00,231514492.46427099,7264541.597439226,4520429.990988115,0.0,4186811.014921598,0.0,308411.0163406297,16965358.321673868,26639728.301886795,174720.0196303473,171454492.20139066 
 02/17  17:00:00,71748046.82620159,8764199.64834277,5453608.573093584,0.0,4916371.591075323,0.0,489196.6116314967,21725800.569295736,27797977.358490588,174711.32307692307,2426181.1511954527 
 02/17  18:00:00,88067216.87456042,11596225.044593677,7215842.402597489,1811277.9724175586,5705976.206643298,0.0,518327.3314634602,28388029.93404451,30114475.471698125,174711.32307692307,2542351.1880251036 
 02/17  19:00:00,97053313.45279265,14507388.875071165,9027397.811699463,4687055.575693236,6681804.6487794,0.0,554335.2825357049,24460337.19475549,30693600.0,174711.44133440814,6266682.622923466 
 02/17  20:00:00,86608148.1394533,15124913.10507851,9411605.768713396,5369331.348869315,6365656.556635106,0.0,542656.1861611863,17939425.78952552,28956226.415094329,174711.32307692307,2723621.6462989046 
 02/17  21:00:00,78259412.84025663,12856328.916216782,7999984.037656624,5085296.064472827,5910871.263720851,0.0,525861.020792661,15644520.896292232,27218852.83018867,174711.3506639138,2842986.460252326 
 02/17  22:00:00,69344773.82999799,9736013.509569077,6058334.027295979,4089467.3765159586,5691616.245108256,0.0,517734.76407817928,14291067.48909939,26060603.773584907,174711.89650321398,2725224.748243101 
 02/17  23:00:00,60307847.955876488,8377215.760512831,5212719.119114616,3606194.0775761606,5007384.8238419969,0.0,492453.6169727645,11713030.92303448,23164981.132075468,174711.32307692307,2559157.1796714027 
 02/17  24:00:00,43838838.990448508,3762436.7175633169,2341226.285655135,1370171.3147942557,4075489.672828693,0.0,458048.6451458667,8090519.506525862,20848483.01886791,174711.32307692307,2717752.5059906209 
 02/18  01:00:00,36382547.84572534,1868155.9338272736,1162512.0138114598,680348.5343547517,3345792.676053571,0.0,431112.5387501015,5592774.175862083,20269358.49056605,174711.32307692307,2857782.1594232285 
 02/18  02:00:00,32463215.03910246,1120924.1156763742,697531.0351369232,408209.12061285096,2637921.2479156835,0.0,404981.9008180178,4945604.801109471,19111109.433962268,174711.32307692307,2962222.0607940235 
 02/18  03:00:00,29847120.409116627,747231.8181508987,464980.9786745365,272139.4137419008,1985410.6875790409,0.0,380893.0870291087,4245183.059437366,18531984.905660374,174711.32307692307,3044585.135766545 
 02/18  04:00:00,28418015.890421224,747231.8181508987,464980.9786745365,272139.4137419008,1439196.7307237886,0.0,360729.5237886878,3878998.863635052,17952860.377358509,174711.32307692307,3127166.8612709834 
 02/18  05:00:00,29479612.304884778,830800.7824789592,517042.6460280523,301001.6125189955,1153811.8641741255,0.0,350186.4961776515,4409022.571603107,18531984.905660374,174711.32307692307,3211050.1031666419 
 02/18  06:00:00,33567034.1745688,2279736.90256547,1418531.5175705115,822423.298920225,984463.7841575139,0.0,343922.1270975494,5135657.81171311,19111109.433962268,174711.32307692307,3296477.9755053187 
 02/18  07:00:00,48644670.7658664,5352080.362597074,3330397.9653719367,965411.4392174832,1599404.3961502645,3730116.348073874,410569.9235641255,8270756.954227615,21427607.547169798,174711.32307692307,3383614.5064174404 
