Date/Time,Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly),Misc_Loads:InteriorEquipment:Electricity [J](Hourly) ,DHW:NaturalGas [J](Hourly) 
 04/21  02:00:00,24277086.7,747231.8182,464980.9787,272139.4137,2867744.545,0,106096.6295,5063328.317,14580853.68,5861303.847
 04/21  03:00:00,22699878.12,747231.8182,464980.9787,272139.4137,2114324.754,0,78240.0234,4723047.806,14125202,5419544.767
 04/21  04:00:00,23174233.03,830800.7825,517042.646,290942.34,1578630.552,0,58412.35035,5142839.364,14580853.68,5907758.316
 04/21  05:00:00,31802342.59,2279736.903,1418531.518,772263.3248,1314804.303,3662378.844,209015.3714,5773477.388,15036505.35,6623346.619
 04/21  06:00:00,74819567.47,5352080.363,3330397.965,453265.2764,1671192.111,2954312.664,306343.6132,10002811.46,16859112.06,11876860.99
 04/21  07:00:00,51466437.87,6772905.533,4214493.236,0,2064959.226,2601947.453,415427.6896,13351326.5,19137370.45,15776960.57
 04/21  08:00:00,53261468.5,7197625.315,4478852.138,0,1641604.946,1094365.169,380874.2962,14658105.26,19593022.13,17374571.8
 04/21  09:00:00,107702370.4,7398679.716,4603943.1,0,89235.53703,740824.5401,293604.7769,17155335.27,19593022.13,20721304.6
 04/21  10:00:00,97049185.18,7197472.538,4478733.003,0,105545.1858,554454.3756,240624.2983,17591659.03,19593022.13,21565851.48
 04/21  11:00:00,53592558.34,6918807.473,4305273.535,0,141093.9601,390095.4769,316747.866,18738097.66,20048673.81,22839715.53
 04/21  12:00:00,60031255.68,6717600.295,4180063.438,0,176966.2987,638025.3061,320656.1315,18857132.62,20504325.48,22694481.09
 04/21  13:00:00,55478501.33,6658475.635,4143250.955,0,214968.2428,189256.109,317069.7727,16950621.93,20504325.48,20490644.41
 04/21  14:00:00,51484132.42,6738836.284,4193287.34,0,255244.7594,15344.26353,316565.0126,16904896.47,20048673.81,20020167.55
 04/21  15:00:00,60276023.26,7264541.597,4520429.991,0,1048458.564,0,343331.5291,20386920.87,20959977.16,25380845.27
 04/21  16:00:00,66080500.91,8764199.648,5453608.573,0,3172888.61,0,419903.3772,23287699.72,21871280.52,27472187.76
 04/21  17:00:00,95718907.24,11596225.04,7215842.403,0,22393310.54,8671.559318,1132646.852,26546412.2,23693887.22,29633427.6
 04/21  18:00:00,91090382.51,14507388.88,9027397.812,0,16212693.44,27371.14592,905004.803,23115165.02,24149538.9,26107811.58
 04/21  19:00:00,83485604.9,15124913.11,9411605.769,2586049.808,12407150.91,0,765310.9133,17180228.34,22782583.87,20139818.33
 04/21  20:00:00,75473077.45,12856328.92,7999984.038,4344429.6,10279645.96,0,686686.612,14678440.21,21415628.84,17663977.04
 04/21  21:00:00,68020908.47,9736013.51,6058334.027,4846020.92,9149841.664,0,644820.9696,13795101.43,20504325.48,16849060.25
 04/21  22:00:00,59215320.24,8377215.761,5212719.119,3271803.666,7613918.008,0,588882.5647,11523348.72,18226067.1,14119499.57
 04/21  23:00:00,42126332.43,3762436.718,2341226.286,1370171.315,6214682.751,0,537161.883,8393579.314,16403460.39,10090642.5
 04/21  24:00:00,34775426.86,1868155.934,1162512.014,680348.5344,5145625.941,0,497639.1061,6274286.569,15947808.71,7360169.514
 04/22  01:00:00,31100374.29,1120924.116,697531.0351,408209.1206,4233447.816,0,463919.8627,5858262.226,15036505.35,6814651.086
 04/22  02:00:00,28510278.7,747231.8182,464980.9787,272139.4137,3477945.685,0,436040.2571,5165948.991,14580853.68,6001881.029
 04/22  03:00:00,27016019.6,747231.8182,464980.9787,272139.4137,2771992.378,0,409990.0962,4774358.143,14125202,5489833.358
 04/22  04:00:00,27577694.35,830800.7825,517042.646,290942.34,2187357.335,0,388388.6602,5245460.038,14580853.68,6048335.498
 04/22  05:00:00,31192206.61,2279736.903,1418531.518,772263.3248,1761494.714,0,372642.048,5927408.399,15036505.35,6834212.392
 04/22  06:00:00,45105674.33,5352080.363,3330397.965,453265.2764,2633295.792,3484443.42,446006.8638,8956916.769,16859112.06,10416420.01
 04/22  07:00:00,53711524.87,6772905.533,4214493.236,0,4277239.402,2647980.956,496885.3428,13130103.06,19137370.45,15454091.14
 04/22  08:00:00,57378490.02,7197625.315,4478852.138,0,4381273.83,2340410.323,496781.0883,15889553.35,19593022.13,19061497.98
 04/22  09:00:00,76476935.07,7398679.716,4603943.1,0,4942231.338,1966981.032,512437.6279,18899886.73,19593022.13,23111116.7
 04/22  10:00:00,61007962.2,7197472.538,4478733.003,0,5109021.927,1655821.562,514516.733,19592762.18,19593022.13,24307106.53
 04/22  11:00:00,61769834.47,6918807.473,4305273.535,0,4784573.917,1410593.221,499321.3361,20816166.31,20048673.81,25686403.46
 04/22  12:00:00,61775291.85,6717600.295,4180063.438,0,4853522.724,1163662.936,498635.8757,20755615.09,20504325.48,25295158.95
 04/22  13:00:00,59937952.67,6658475.635,4143250.955,0,5384231.3,878570.9659,514754.0885,18669518.22,20504325.48,22845312.21
 04/22  14:00:00,60719862.26,6738836.284,4193287.34,0,7092954.316,438044.2933,573161.9542,18367241.07,20048673.81,22023392.4
 04/22  15:00:00,64194452.1,7264541.597,4520429.991,0,9701909.992,213887.9647,667219.2908,17515475.42,20959977.16,21362955.52
 04/22  16:00:00,74576730.74,8764199.648,5453608.573,0,12380947.35,151335.4804,764319.4983,21815895.07,21871280.52,25401174.44
 04/22  17:00:00,89539241.35,11596225.04,7215842.403,0,14783449.95,0,850228.1903,27931791.3,23693887.22,31531219.55
 04/22  18:00:00,90503093.44,14507388.88,9027397.812,0,14056386.42,0,826803.0282,24423578.62,24149538.9,27900170.65
 04/22  19:00:00,83988447.19,15124913.11,9411605.769,2586049.808,11422554.51,0,729359.4987,18488641.94,22782583.87,21932177.4
 04/22  20:00:00,148625969.5,12856328.92,7999984.038,4344429.6,13634892.58,0,810875.6639,84401194.59,21415628.84,128044958.4
 04/22  21:00:00,69745334.47,9736013.51,6058334.027,4846020.92,9581626.53,0,661299.7333,15180480.53,20504325.48,18746852.21
 04/22  22:00:00,59700217.02,8377215.761,5212719.119,3271803.666,8091147.419,0,606273.9778,12652176.13,18226067.1,15665848.57
 04/22  23:00:00,43339010.95,3762436.718,2341226.286,1370171.315,6602063.989,0,551305.2769,9009303.358,16403460.39,10934105.6
 04/22  24:00:00,35378646.28,1868155.934,1162512.014,680348.5344,5481692.121,0,509941.8886,6530838.254,15947808.71,7711612.469
 04/23  01:00:00,31509812.2,1120924.116,697531.0351,408209.1206,4568770.742,0,476240.6433,5858262.226,15036505.35,6814651.086
 04/23  02:00:00,28929929.42,747231.8182,464980.9787,272139.4137,3800818.957,0,447902.6006,5165948.991,14580853.68,6001881.029
 04/23  03:00:00,27426759.07,747231.8182,464980.9787,272139.4137,3082463.781,0,421413.0897,4774358.143,14125202,5489833.358
 04/23  04:00:00,27934840.92,830800.7825,517042.646,290942.34,2444336.923,0,397868.4656,5245460.038,14580853.68,6048335.498
 04/23  05:00:00,31508403.13,2279736.903,1418531.518,772263.3248,1975142.786,0,380536.9155,5927408.399,15036505.35,6834212.392
 04/23  06:00:00,41765768.78,5352080.363,3330397.965,453265.2764,2598959.239,0,403583.4676,8956916.769,16859112.06,10416420.01
 04/23  07:00:00,51469185.63,6772905.533,4214493.236,0,4439295.877,0,471576.7792,13130103.06,19137370.45,15454091.14
 04/23  08:00:00,55530555.34,7197625.315,4478852.138,0,4741191.437,0,482758.2707,15889553.35,19593022.13,19061497.98
 04/23  09:00:00,59683749.39,7398679.716,4603943.1,0,5396988.421,0,506984.7568,18899886.73,19593022.13,23111116.7
 04/23  10:00:00,60562872.43,7197472.538,4478733.003,0,5791470.017,0,521515.0867,19592762.18,19593022.13,24307106.53
 04/23  11:00:00,61807059.28,6918807.473,4305273.535,0,5685885.641,0,517551.28,20816166.31,20048673.81,25686403.46
 04/23  12:00:00,62474521.5,6717600.295,4180063.438,0,6273091.616,0,534022.1677,20755615.09,20504325.48,25295158.95
 04/23  13:00:00,61517443.97,6658475.635,4143250.955,0,7338708.4,0,565186.3918,18669518.22,20504325.48,22845312.21
 04/23  14:00:00,63095908.57,6738836.284,4193287.34,0,9614677.024,0,643197.209,18367241.07,20048673.81,22023392.4
 04/23  15:00:00,67079120.16,7264541.597,4520429.991,0,12790024.31,0,754200.9112,17515475.42,20959977.16,21362955.52
 04/23  16:00:00,77539430.27,8764199.648,5453608.573,0,15359676.87,0,852395.6649,21815895.07,21871280.52,25401174.44
 04/23  17:00:00,92078011.93,11596225.04,7215842.403,0,17170436.67,0,924904.1023,27931791.3,23693887.22,31531219.55
 04/23  18:00:00,94581097.78,14507388.88,9027397.812,0,17877717.71,0,949058.1243,24423578.62,24149538.9,27900170.65
 04/23  19:00:00,87833308.32,15124913.11,9411605.769,2586049.808,15082282.35,0,852329.1599,18488641.94,22782583.87,21932177.4
 04/23  20:00:00,79858383.9,12856328.92,7999984.038,4344429.6,13183528.07,0,792616.9457,16012508.97,21415628.84,19491480.41
 04/23  21:00:00,72637138.18,9736013.51,6058334.027,4846020.92,12251244.54,0,759863.4224,15180480.53,20504325.48,18746852.21
 04/23  22:00:00,62678451.5,8377215.761,5212719.119,3271803.666,11072587.85,0,716359.6802,12652176.13,18226067.1,15665848.57
 04/23  23:00:00,46379813.64,3762436.718,2341226.286,1370171.315,9671706.737,0,664667.5483,9009303.358,16403460.39,10934105.6
 04/23  24:00:00,38578922.64,1868155.934,1162512.014,680348.5344,8506125.325,0,621665.6993,6530838.254,15947808.71,7711612.469
 04/24  01:00:00,34377172.85,1120924.116,697531.0351,408209.1206,7481070.951,0,583862.6989,5704331.215,15036505.35,6603785.313
 04/24  02:00:00,31681111.14,747231.8182,464980.9787,272139.4137,6572856.845,0,550374.8537,5063328.317,14580853.68,5861303.847
 04/24  03:00:00,30260273.59,747231.8182,464980.9787,272139.4137,5887066.293,0,525123.4179,4723047.806,14125202,5419544.767
 04/24  04:00:00,30825100.34,830800.7825,517042.646,290942.34,5353739.995,0,505440.4432,5142839.364,14580853.68,5907758.316
 04/24  05:00:00,36496219.02,2279736.903,1418531.518,772263.3248,4973446.82,2035165.747,513578.9914,5773477.388,15036505.35,6623346.619
 04/24  06:00:00,46715471.07,5352080.363,3330397.965,453265.2764,6256578.976,1577896.734,553877.8329,8546434.073,16859112.06,9854111.279
 04/24  07:00:00,56159905.59,6772905.533,4214493.236,0,7911386.749,1320667.091,613126.6818,12309137.67,19137370.45,14329473.69
 04/24  08:00:00,57538786.85,7197625.315,4478852.138,0,8165283.052,291775.5628,504963.1706,14658105.26,19593022.13,17374571.8
 04/24  09:00:00,49663072.07,7398679.716,4603943.1,0,536368.3295,180277.2503,20734.95607,17155335.27,19593022.13,20721304.6
 04/24  10:00:00,50388497.18,7197472.538,4478733.003,0,1213940.194,94651.1106,44307.84943,17591659.03,19593022.13,21565851.48
 04/24  11:00:00,51681746.55,6918807.473,4305273.535,0,1433118.802,13576.97436,49486.97551,18738097.66,20048673.81,22839715.53
 04/24  12:00:00,52561087.92,6717600.295,4180063.438,0,2026731.561,32860.80136,67662.39835,18857132.62,20504325.48,22694481.09
 04/24  13:00:00,51854443.89,6658475.635,4143250.955,0,3315812.464,0,107246.1082,16950621.93,20504325.48,20490644.41
 04/24  14:00:00,54350136.34,6738836.284,4193287.34,0,6093989.582,0,195741.4567,16904896.47,20048673.81,20020167.55
 04/24  15:00:00,59005514.79,7264541.597,4520429.991,0,9818153.14,0,317191.4439,15950510.14,20959977.16,19219153.5
 04/24  16:00:00,70311306.42,8764199.648,5453608.573,0,13210731.46,0,431913.9903,20404860.8,21871280.52,23468238.19
 04/24  17:00:00,113309142.5,11596225.04,7215842.403,0,40423502.91,0,1542735.299,26546412.2,23693887.22,29633427.6
 04/24  18:00:00,105415553.4,14507388.88,9027397.812,0,29597756.15,0,1310317.476,23115165.02,24149538.9,26107811.58
 04/24  19:00:00,94808075.87,15124913.11,9411605.769,2586049.808,22926960.86,0,1104763.032,17180228.34,22782583.87,20139818.33
 04/24  20:00:00,93974271.68,12856328.92,7999984.038,4344429.6,19610250.88,0,1006775.669,23223762.47,21415628.84,31227981.71
 04/24  21:00:00,101962952.9,9736013.51,6058334.027,4846020.92,18439389.12,0,981006.2411,38024248.23,20504325.48,55308026.52
 04/24  22:00:00,65681077.58,8377215.761,5212719.119,3271803.666,14821056.83,0,855671.4968,11523348.72,18226067.1,14119499.57
 04/24  23:00:00,49422258.94,3762436.718,2341226.286,1370171.315,12884627.04,0,784061.5236,8393579.314,16403460.39,10090642.5
 04/24  24:00:00,41582592.22,1868155.934,1162512.014,680348.5344,11343766.08,0,727080.8149,6274286.569,15947808.71,7360169.514
 04/25  01:00:00,37404441.29,1120924.116,697531.0351,408209.1206,10101110.02,0,681078.6431,5704331.215,15036505.35,6603785.313
 04/25  02:00:00,34420125.96,747231.8182,464980.9787,272139.4137,8922458.648,0,637515.2949,5063328.317,14580853.68,5861303.847
 04/25  03:00:00,32669101.08,747231.8182,464980.9787,272139.4137,7903275.726,0,599853.2787,4723047.806,14125202,5419544.767
 04/25  04:00:00,32970922.97,830800.7825,517042.646,290942.34,7107893.664,0,570438.7399,5142839.364,14580853.68,5907758.316
 04/25  05:00:00,35150958.49,2279736.903,1418531.518,772263.3248,6498942.793,1360106.872,376799.2609,5773477.388,15036505.35,6623346.619
 04/25  06:00:00,43716827.37,5352080.363,3330397.965,453265.2764,7606220.24,1103222.907,291383.1549,8546434.073,16859112.06,9854111.279
 04/25  07:00:00,119736933.3,6772905.533,4214493.236,0,9293161.132,1014898.339,584341.0271,12309137.67,19137370.45,14329473.69
 04/25  08:00:00,59249011.77,7197625.315,4478852.138,0,9462404.522,238082.9052,659187.8871,14658105.26,19593022.13,17374571.8
 04/25  09:00:00,52664280.86,7398679.716,4603943.1,0,527393.8191,145474.564,327714.3657,17155335.27,19593022.13,20721304.6
 04/25  10:00:00,53555374.17,7197472.538,4478733.003,0,1332346.283,58190.96486,356212.4031,17591659.03,19593022.13,21565851.48
 04/25  11:00:00,54874788.93,6918807.473,4305273.535,0,1459374.214,2407.563874,358855.4189,18738097.66,20048673.81,22839715.53
 04/25  12:00:00,55878557.68,6717600.295,4180063.438,0,2046785.569,54579.68681,381333.6997,18857132.62,20504325.48,22694481.09
 04/25  13:00:00,54778901.74,6658475.635,4143250.955,0,2905040.017,0,412539.5158,16950621.93,20504325.48,20490644.41
 04/25  14:00:00,56536001.86,6738836.284,4193287.34,0,5014107.742,0,487998.9892,16904896.47,20048673.81,20020167.55
 04/25  15:00:00,65330912.77,7264541.597,4520429.991,0,8250719.473,0,604709.349,20479626.32,20959977.16,25509603.06
 04/25  16:00:00,74105724.82,8764199.648,5453608.573,0,11266575.28,0,708846.8438,22726986.05,21871280.52,26693417.49
 04/25  17:00:00,108992838,11596225.04,7215842.403,0,34977791.67,0,1577064.462,26546412.2,23693887.22,29633427.6
 04/25  18:00:00,99863261.49,14507388.88,9027397.812,0,24376155.04,0,1204868.87,23115165.02,24149538.9,26107811.58
 04/25  19:00:00,91074551.75,15124913.11,9411605.769,2586049.808,19409148.83,0,1023236.936,17180228.34,22782583.87,20139818.33
 04/25  20:00:00,82167732.62,12856328.92,7999984.038,4344429.6,16337260.36,0,910479.3523,14678440.21,21415628.84,17663977.04
 04/25  21:00:00,129766331.3,9736013.51,6058334.027,4846020.92,17756299.81,0,962401.3431,66720678.23,20504325.48,97385951.24
 04/25  22:00:00,67677827.41,8377215.761,5212719.119,3271803.666,13014079.89,0,788705.1581,15641266.33,18226067.1,19838839.05
 04/25  23:00:00,46730813.05,3762436.718,2341226.286,1370171.315,10552170.24,0,697669.2498,8393579.314,16403460.39,10090642.5
 04/25  24:00:00,38644616.9,1868155.934,1162512.014,680348.5344,8786008.391,0,632344.1699,6274286.569,15947808.71,7360169.514
 04/26  01:00:00,34377753.04,1120924.116,697531.0351,408209.1206,7451037.83,0,582980.7957,5704331.215,15036505.35,6603785.313
 04/26  02:00:00,31445004.25,747231.8182,464980.9787,272139.4137,6314139.934,0,540990.7104,5063328.317,14580853.68,5861303.847
 04/26  03:00:00,29758975.45,747231.8182,464980.9787,272139.4137,5372067.886,0,506180.9485,4723047.806,14125202,5419544.767
 04/26  04:00:00,30156455.21,830800.7825,517042.646,290942.34,4676659.206,0,480476.0132,5142839.364,14580853.68,5907758.316
 04/26  05:00:00,36228949.41,2279736.903,1418531.518,772263.3248,4169571.453,2559626.256,491504.277,5773477.388,15036505.35,6623346.619
 04/26  06:00:00,44933062.82,5352080.363,3330397.965,0,4523353.456,2162903.607,498439.4223,8546434.073,16859112.06,9854111.279
 04/26  07:00:00,52485567.02,6772905.533,4214493.236,0,4682297.839,1808496.317,500511.0739,12309137.67,19137370.45,14329473.69
 04/26  08:00:00,54904940.65,7197625.315,4478852.138,0,4791417.622,464915.4086,489276.5613,14658105.26,19593022.13,17374571.8
 04/26  09:00:00,54890285.25,7398679.716,4603943.1,0,151220.2864,294818.1097,315842.9056,19298029.58,19593022.13,23697273.85
 04/26  10:00:00,52830472.48,7197472.538,4478733.003,0,313933.1398,215338.2121,320914.8754,17591659.03,19593022.13,21565851.48
 04/26  11:00:00,54061918.91,6918807.473,4305273.535,0,389838.1258,152991.6432,322927.3342,18738097.66,20048673.81,22839715.53
 04/26  12:00:00,54571528.75,6717600.295,4180063.438,0,458888.4849,271683.1347,326597.8646,18857132.62,20504325.48,22694481.09
 04/26  13:00:00,52487653.94,6658475.635,4143250.955,0,616675.2475,18513.44776,329724.0446,16950621.93,20504325.48,20490644.41
 04/26  14:00:00,53061751.54,6738836.284,4193287.34,0,1471191.347,0,359984.7226,16904896.47,20048673.81,20020167.55
 04/26  15:00:00,56482400.47,7264541.597,4520429.991,0,3870142.96,0,446201.9872,15950510.14,20959977.16,19219153.5
 04/26  16:00:00,67252690.51,8764199.648,5453608.573,0,6638330.692,0,547110.0211,20404860.8,21871280.52,23468238.19
 04/26  17:00:00,108584540.6,11596225.04,7215842.403,0,28978017.71,0,1375137.07,32195464.74,23693887.22,37479346.89
 04/26  18:00:00,121846771.3,14507388.88,9027397.812,0,21500342.46,0,1099602.102,48256158.38,24149538.9,66014153.44
 04/26  19:00:00,87405168.54,15124913.11,9411605.769,2586049.808,16053394.75,0,899893.319,17180228.34,22782583.87,20139818.33
 04/26  20:00:00,78929980.5,12856328.92,7999984.038,4344429.6,13350455.72,0,800139.809,14678440.21,21415628.84,17663977.04
 04/26  21:00:00,70942691.04,9736013.51,6058334.027,4846020.92,11687830.14,0,738647.5577,13795101.43,20504325.48,16849060.25
 04/26  22:00:00,60678332.01,8377215.761,5212719.119,3271803.666,9733862.25,0,667389.9275,11523348.72,18226067.1,14119499.57
 04/26  23:00:00,44519081.01,3762436.718,2341226.286,1370171.315,7987664.691,0,602822.6321,8393579.314,16403460.39,10090642.5
 04/26  24:00:00,36849227.04,1868155.934,1162512.014,680348.5344,6668614.112,0,554067.5041,6274286.569,15947808.71,7360169.514
 04/27  01:00:00,32915277.16,1120924.116,697531.0351,408209.1206,5656718.698,0,516661.7103,5704331.215,15036505.35,6603785.313
 04/27  02:00:00,30236755.83,747231.8182,464980.9787,272139.4137,4803313.008,0,479533.1973,5063328.317,14580853.68,5861303.847
 04/27  03:00:00,24722611.84,747231.8182,464980.9787,272139.4137,4065023.848,0,150274.6583,4723047.806,14125202,5419544.767
 04/27  04:00:00,25145958.55,830800.7825,517042.646,290942.34,3480097.6,0,128670.817,5142839.364,14580853.68,5907758.316
 04/27  05:00:00,31568987.66,2279736.903,1418531.518,772263.3248,3072269.941,2894457.798,147034.1122,5773477.388,15036505.35,6623346.619
 04/27  06:00:00,183286674,5352080.363,3330397.965,0,3424462.834,2395738.065,264148.5168,8546434.073,16859112.06,9854111.279
 04/27  07:00:00,50933439.15,6772905.533,4214493.236,0,3293363.949,2096946.051,452706.1116,12309137.67,19137370.45,14329473.69
 04/27  08:00:00,52983652.04,7197625.315,4478852.138,0,2160145.194,651186.6327,394192.8582,14658105.26,19593022.13,17374571.8
 04/27  09:00:00,52504538.81,7398679.716,4603943.1,0,111023.5307,434821.8142,316109.8928,17155335.27,19593022.13,20721304.6
 04/27  10:00:00,52562291.88,7197472.538,4478733.003,0,112592.5468,263302.4584,314220.0336,17591659.03,19593022.13,21565851.48
 04/27  11:00:00,53759223.34,6918807.473,4305273.535,0,131413.4217,177400.8075,313866.5939,18738097.66,20048673.81,22839715.53
