Date/Time,Misc_Loads:InteriorEquipment:Electricity [J](Hourly),Electricity:Facility [J](Hourly),Res_lighting:InteriorLights:Electricity [J](Hourly),NonRes_lighting:InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Appliances:InteriorEquipment:Electricity [J](Hourly) ,DHW:NaturalGas [J](Hourly) 
 11/25  05:00:00,14551367.62,27297596.81,2098031.992,654411.6769,296750.0637,36611.58356,4144769.018,68972.04107,5446682.809,5446682.809
 11/25  06:00:00,15006097.86,34915575.2,5756753.656,1795628.869,801223.1995,6160.539863,5190985.985,86353.43648,6272371.65,6272371.65
 11/25  07:00:00,16825018.81,92899928.39,13515268.45,4215640.906,1881050.897,25572.06974,46047619.01,433132.8058,9956625.324,9956625.324
 11/25  08:00:00,19098670,90571034.44,17103223.81,5334784.892,2380421.419,51628.40052,31101997.07,374107.1703,15126201.48,15126201.48
 11/25  09:00:00,19553400.24,88652217.43,18175923.3,5669378.01,2483989.173,0,23707006.18,307748.139,18754772.39,18754772.39
 11/25  10:00:00,19553400.24,83716407.87,18683578.11,5827724.136,2508914.185,8109.152049,14109798.58,200586.3075,22824297.08,22824297.08
 11/25  11:00:00,19553400.24,85706106.46,18175584.49,5669272.33,2438211.789,179126.0495,7587977.689,115417.5789,31987116.01,31987116.01
 11/25  12:00:00,20008130.48,77207724.25,17471773.1,5449741.649,2340255.537,213077.2309,4658760.732,72366.91149,26993618.56,26993618.56
 11/25  13:00:00,20462860.72,72892073.1,16963779.47,5291289.843,2269553.141,346567.2474,2434507.447,44246.46541,25079268.33,25079268.33
 11/25  14:00:00,20462860.72,69128875.62,16814294.9,5244663.075,2248747.924,823218.0121,976370.3202,38781.93123,22519938.74,22519938.74
 11/25  15:00:00,20008130.48,69091460.16,17017381.44,5308009.202,2305120.052,2110665.647,460662.6051,73988.96129,21807501.78,21807501.78
 11/25  16:00:00,20917590.96,71667962.95,18344809.79,5722056.565,2596150.651,2396224.575,570137.4027,84668.42566,21036323.96,21036323.96
 11/25  17:00:00,21827051.43,82713143.73,22132002.26,6903345.977,3259778.079,2077474.882,937552.792,79595.69401,25496342.61,25496342.61
 11/25  18:00:00,23645972.39,101566999.3,29283350.55,9133972.506,4298514.486,2981143.054,0,94976.65823,32129069.44,32129069.44
 11/25  19:00:00,24100702.63,109774307.3,36634904.16,11427046.47,5150664.493,4176042.517,21919.576,130751.2149,28132276.22,28132276.22
 11/25  20:00:00,22736511.91,103779133.3,38194225.01,11913425.02,5119212.648,3796195.758,263196.0235,122108.2706,21634258.48,21634258.48
 11/25  21:00:00,21372321.2,91057188.01,32465634.81,10126580.81,4232557.868,2558223.948,1240110.071,98374.60951,18963384.69,18963384.69
 11/25  22:00:00,20462860.72,78201791.31,24585954.75,7668775.278,3206071.588,1532872.886,2520875.011,86506.45875,18137874.5,18137874.5
 11/25  23:00:00,18189209.53,68331479.75,21154495.1,6598444.953,2783011.599,869280.377,3648433.492,84014.92489,15004589.74,15004589.74
 11/25  24:00:00,16370288.58,41050218.71,9501203.977,2963586.28,1370171.315,549730.265,0,16212.83627,10279025.46,10279025.46
 11/26  01:00:00,15915558.34,38395709.42,4717753.269,1471547.069,680348.5344,346317.6741,8118547.722,110268.5455,7035368.269,7035368.269
 11/26  02:00:00,15006097.86,30120192.79,2830651.962,882928.2412,408209.1206,202365.4909,4555453.74,77431.61289,6157054.764,6157054.764
 11/26  03:00:00,14551367.62,27195238.66,1887101.308,588618.8275,272139.4137,133961.9302,4357091.843,71884.08737,5333073.624,5333073.624
 11/26  04:00:00,14096637.38,26369678.29,1887101.308,588618.8275,272139.4137,103961.5074,4508214.832,73330.37567,4839673.831,4839673.831
 11/26  05:00:00,14551367.62,28389275.4,2098031.992,654411.6769,296750.0637,73769.65648,5184514.678,83746.903,5446682.809,5446682.809
 11/26  06:00:00,15006097.86,35716421.36,5756753.656,1795628.869,801223.1995,78495.3631,5909723.806,96126.95389,6272371.65,6272371.65
 11/26  07:00:00,16825018.81,52813196.66,13515268.45,4215640.906,1881050.897,127084.9236,6189879.793,102626.8985,9956625.324,9956625.324
 11/26  08:00:00,19098670,64887822.3,17103223.81,5334784.892,2380421.419,142634.6797,5607803.16,94082.85209,15126201.48,15126201.48
 11/26  09:00:00,19553400.24,69883276.07,18175923.3,5669378.01,2483989.173,77665.05651,5084907.634,83240.02336,18754772.39,18754772.39
 11/26  10:00:00,19553400.24,73157663.6,18683578.11,5827724.136,2508914.185,88516.02474,3612359.28,58874.3062,22824297.08,22824297.08
 11/26  11:00:00,19553400.24,72307794.86,18175584.49,5669272.33,2438211.789,134963.4218,2317774.655,39371.06952,23979216.86,23979216.86
 11/26  12:00:00,20008130.48,72274090.86,17471773.1,5449741.649,2340255.537,296762.8109,1241902.857,27386.40915,25438137.69,25438137.69
 11/26  13:00:00,20462860.72,70937270.19,16963779.47,5291289.843,2269553.141,452811.7665,398003.8883,19703.01832,25079268.33,25079268.33
 11/26  14:00:00,20462860.72,68464793.51,16814294.9,5244663.075,2248747.924,1079806.116,60095.61525,34386.41805,22519938.74,22519938.74
 11/26  15:00:00,20008130.48,70075572.21,17017381.44,5308009.202,2305120.052,3518592.143,0,110837.1191,21807501.78,21807501.78
 11/26  16:00:00,20917590.96,73622204.38,18344809.79,5722056.565,2596150.651,4851196.812,0,154075.5709,21036323.96,21036323.96
 11/26  17:00:00,21827051.43,83719847.73,22132002.26,6903345.977,3259778.079,3975172.263,0,126154.3357,25496342.61,25496342.61
 11/26  18:00:00,23645972.39,103259598.3,29283350.55,9133972.506,4298514.486,4623499.468,0,145219.0702,32129069.44,32129069.44
 11/26  19:00:00,24100702.63,111905007.9,36634904.16,11427046.47,5150664.493,6264371.457,0,195042.4652,28132276.22,28132276.22
 11/26  20:00:00,22736511.91,108906541.6,38194225.01,11913425.02,5119212.648,5947135.313,0,184356.1189,24811675.48,24811675.48
 11/26  21:00:00,21372321.2,92012022.03,32465634.81,10126580.81,4232557.868,4107637.508,607530.498,136374.076,18963384.69,18963384.69
 11/26  22:00:00,20462860.72,91338378.29,24585954.75,7668775.278,3206071.588,3879364.406,1408605.96,141072.8149,29985672.56,29985672.56
 11/26  23:00:00,18189209.53,71609485.65,21154495.1,6598444.953,2783011.599,1999647.091,2457529.806,99771.94256,18327375.57,18327375.57
 11/26  24:00:00,16370288.58,56430183,9501203.977,2963586.28,1370171.315,1226972.319,3156146.177,86734.89104,21755079.26,21755079.26
 11/27  01:00:00,15915558.34,53590605.01,4717753.269,1471547.069,680348.5344,1055555.098,3529601.72,87181.64594,26133058.99,26133058.99
 11/27  02:00:00,15006097.86,30462840.88,2830651.962,882928.2412,408209.1206,302951.5654,4790099.459,84847.91095,6157054.764,6157054.764
 11/27  03:00:00,14551367.62,28273231.18,1887101.308,588618.8275,272139.4137,150311.4701,5400131.396,90487.52237,5333073.624,5333073.624
 11/27  04:00:00,14096637.38,28078581.31,1887101.308,588618.8275,272139.4137,103146.7002,6188694.494,102569.3491,4839673.831,4839673.831
 11/27  05:00:00,14551367.62,29673890.13,2098031.992,654411.6769,296750.0637,70474.30676,6450266.026,105905.635,5446682.809,5446682.809
 11/27  06:00:00,15006097.86,36963558.36,5756753.656,1795628.869,801223.1995,53273.36224,7160563.055,117646.7097,6272371.65,6272371.65
 11/27  07:00:00,16825018.81,53884689.99,13515268.45,4215640.906,1881050.897,108207.7497,7262095.573,120782.2767,9956625.324,9956625.324
 11/27  08:00:00,19098670,66065777.3,17103223.81,5334784.892,2380421.419,131365.2834,6778273.746,112836.6534,15126201.48,15126201.48
 11/27  09:00:00,19553400.24,71731808.3,18175923.3,5669378.01,2483989.173,55260.78953,6927553.527,111530.7015,18754772.39,18754772.39
 11/27  10:00:00,19553400.24,75771550.37,18683578.11,5827724.136,2508914.185,55514.41625,6219097.107,99025.0134,22824297.08,22824297.08
 11/27  11:00:00,19553400.24,75762338.24,18175584.49,5669272.33,2438211.789,50159.55337,5804778.512,91714.35601,23979216.86,23979216.86
 11/27  12:00:00,20008130.48,75334188.66,17471773.1,5449741.649,2340255.537,67212.17798,4487973.537,70964.47823,25438137.69,25438137.69
 11/27  13:00:00,20462860.72,74012575.08,16963779.47,5291289.843,2269553.141,82297.77031,3802949.827,60574.87432,25079268.33,25079268.33
 11/27  14:00:00,20462860.72,71501895.94,16814294.9,5244663.075,2248747.924,55280.91848,4091884.746,64224.92154,22519938.74,22519938.74
 11/27  15:00:00,20008130.48,70466511.61,17017381.44,5308009.202,2305120.052,77075.12185,3881672.288,61621.24496,21807501.78,21807501.78
 11/27  16:00:00,20917590.96,73015994.07,18344809.79,5722056.565,2596150.651,115654.8108,4214957.417,68449.92488,21036323.96,21036323.96
 11/27  17:00:00,21827051.43,83718586.19,22132002.26,6903345.977,3259778.079,123762.1955,3912178.95,64124.68278,25496342.61,25496342.61
 11/27  18:00:00,23645972.39,102121734.8,29283350.55,9133972.506,4298514.486,228828.3752,3343683.783,58343.02928,32129069.44,32129069.44
 11/27  19:00:00,24100702.63,109463536.6,36634904.16,11427046.47,5150664.493,531317.6884,3418220.258,68404.72983,28132276.22,28132276.22
 11/27  20:00:00,22736511.91,103346635.1,38194225.01,11913425.02,5119212.648,502196.7242,3182682.619,64122.01356,21634258.48,21634258.48
 11/27  21:00:00,21372321.2,90696323.09,32465634.81,10126580.81,4232557.868,488157.324,2987270.154,60416.15438,18963384.69,18963384.69
 11/27  22:00:00,20462860.72,78117117.59,24585954.75,7668775.278,3206071.588,444199.3729,3543248.596,68132.70071,18137874.5,18137874.5
 11/27  23:00:00,18189209.53,68134898.95,21154495.1,6598444.953,2783011.599,304613.4146,4028534.162,72000.45296,15004589.74,15004589.74
 11/27  24:00:00,16370288.58,45136904.5,9501203.977,2963586.28,1370171.315,150250.5171,4428403.007,73975.36615,10279025.46,10279025.46
 11/28  01:00:00,15915558.34,29560136.61,4717753.269,1471547.069,680348.5344,88483.85534,0,2520.22783,6683925.315,6683925.315
 11/28  02:00:00,15006097.86,25115800.68,2830651.962,882928.2412,408209.1206,40618.53516,0,1105.970586,5946188.991,5946188.991
 11/28  03:00:00,14551367.62,23750608.9,1887101.308,588618.8275,272139.4137,0,1239149.506,19735.77753,5192496.442,5192496.442
 11/28  04:00:00,14096637.38,23806364.23,1887101.308,588618.8275,272139.4137,0,2158050.66,34431.40004,4769385.24,4769385.24
 11/28  05:00:00,14551367.62,25819561.8,2098031.992,654411.6769,296750.0637,0,2866918.855,45975.96253,5306105.627,5306105.627
 11/28  06:00:00,15006097.86,50594743.44,5756753.656,1795628.869,801223.1995,0,21015537.21,157996.762,6061505.878,6061505.878
 11/28  07:00:00,16825018.81,84459605.98,13515268.45,4215640.906,1881050.897,0,38196701.75,431608.5644,9394316.597,9394316.597
 11/28  08:00:00,19098670,80058490.27,17103223.81,5334784.892,2380421.419,0,21851091.26,288714.2502,14001584.03,14001584.03
 11/28  09:00:00,19553400.24,80273014.16,18175923.3,5669378.01,2483989.173,0,17065812.84,256664.3885,17067846.21,17067846.21
 11/28  10:00:00,19553400.24,80493585.4,18683578.11,5827724.136,2508914.185,2829.490009,13276206.3,206447.9541,20434484.99,20434484.99
 11/28  11:00:00,19553400.24,75450727.44,18175584.49,5669272.33,2438211.789,42499.63269,8207423.837,126373.1715,21237961.82,21237961.82
 11/28  12:00:00,20008130.48,72623443.67,17471773.1,5449741.649,2340255.537,89812.71929,4600799.383,71480.93078,22591449.76,22591449.76
 11/28  13:00:00,20462860.72,70879685.23,16963779.47,5291289.843,2269553.141,129005.5486,3233082.731,51523.13555,22478590.47,22478590.47
 11/28  14:00:00,20462860.72,66598278.03,16814294.9,5244663.075,2248747.924,155266.652,1479594.972,27578.85027,20165270.94,20165270.94
 11/28  15:00:00,20008130.48,65253096.81,17017381.44,5308009.202,2305120.052,168765.2101,625693.4587,15720.02992,19804276.94,19804276.94
 11/28  16:00:00,20917590.96,67224139.89,18344809.79,5722056.565,2596150.651,169370.861,566738.7398,14900.39303,18892521.93,18892521.93
 11/28  17:00:00,21827051.43,78866849.39,22132002.26,6903345.977,3259778.079,161707.9207,998573.3141,20984.04798,23563406.36,23563406.36
 11/28  18:00:00,23645972.39,100667351.9,29283350.55,9133972.506,4298514.486,2258575.003,1719305.326,96384.2031,30231277.49,30231277.49
 11/28  19:00:00,24100702.63,108279378.3,36634904.16,11427046.47,5150664.493,2352409.483,2163015.142,110718.8049,26339917.15,26339917.15
 11/28  20:00:00,22736511.91,101503966.3,38194225.01,11913425.02,5119212.648,1921051.678,1686860.239,90780.36624,19841899.41,19841899.41
 11/28  21:00:00,21372321.2,89760023.37,32465634.81,10126580.81,4232557.868,1197101.862,3140790.841,89154.42575,17135881.33,17135881.33
 11/28  22:00:00,20462860.72,77193818.7,24585954.75,7668775.278,3206071.588,902097.5598,4034492.432,93483.1359,16240082.55,16240082.55
 11/28  23:00:00,18189209.53,67665093.8,21154495.1,6598444.953,2783011.599,614461.541,4771717.195,95512.886,13458240.74,13458240.74
 11/28  24:00:00,16370288.58,40033397.67,9501203.977,2963586.28,1370171.315,380940.7604,0,11644.38457,9435562.374,9435562.374
 11/29  01:00:00,15915558.34,29671556.3,4717753.269,1471547.069,680348.5344,196470.9572,0,5952.817703,6683925.315,6683925.315
 11/29  02:00:00,15006097.86,26279478.01,2830651.962,882928.2412,408209.1206,101396.4568,1083475.726,20529.64762,5946188.991,5946188.991
 11/29  03:00:00,14551367.62,25304652.29,1887101.308,588618.8275,272139.4137,56947.58378,2710469.73,45511.36678,5192496.442,5192496.442
 11/29  04:00:00,14096637.38,26207564.98,1887101.308,588618.8275,272139.4137,5414.328922,4513544.763,74723.70975,4769385.24,4769385.24
 11/29  05:00:00,14551367.62,29275518.8,2098031.992,654411.6769,296750.0637,0,6263342.656,105509.1609,5306105.627,5306105.627
 11/29  06:00:00,15006097.86,61618938.28,5756753.656,1795628.869,801223.1995,0,31945735.47,251993.349,6061505.878,6061505.878
 11/29  07:00:00,16825018.81,110449994.1,13515268.45,4215640.906,1881050.897,0,63911249.6,707448.7342,9394316.597,9394316.597
 11/29  08:00:00,19098670,101765630.4,17103223.81,5334784.892,2380421.419,0,43291396.03,555550.1852,14001584.03,14001584.03
 11/29  09:00:00,19553400.24,95228023.48,18175923.3,5669378.01,2483989.173,0,31822915.9,454570.456,17067846.21,17067846.21
 11/29  10:00:00,19553400.24,90034633.21,18683578.11,5827724.136,2508914.185,0,22686565.07,339966.4491,20434484.99,20434484.99
 11/29  11:00:00,19553400.24,83130513.27,18175584.49,5669272.33,2438211.789,547.3682527,15808901.59,246628.9955,21237961.82,21237961.82
 11/29  12:00:00,20008130.48,79279862.56,17471773.1,5449741.649,2340255.537,42743.00483,11200800.47,174968.5665,22591449.76,22591449.76
 11/29  13:00:00,20462860.72,76092014.78,16963779.47,5291289.843,2269553.141,86546.26796,8147489.44,126084.3366,22744411.55,22744411.55
 11/29  14:00:00,20462860.72,69990770.56,16814294.9,5244663.075,2248747.924,112515.8651,4864637.034,77779.93955,20165270.94,20165270.94
 11/29  15:00:00,20008130.48,67610379.94,17017381.44,5308009.202,2305120.052,129658.9624,2987779.592,50023.26794,19804276.94,19804276.94
 11/29  16:00:00,20917590.96,69494418.07,18344809.79,5722056.565,2596150.651,125385.4507,2847811.983,48090.74221,18892521.93,18892521.93
 11/29  17:00:00,21827051.43,81381095.41,22132002.26,6903345.977,3259778.079,123764.1095,3513206.334,58540.85446,23563406.36,23563406.36
 11/29  18:00:00,23645972.39,102194937.6,29283350.55,9133972.506,4298514.486,1021788.97,4482027.457,98033.55801,30231277.49,30231277.49
 11/29  19:00:00,24100702.63,110026479.6,36634904.16,11427046.47,5150664.493,1024620.196,5237277.377,111347.0759,26339917.15,26339917.15
 11/29  20:00:00,22736511.91,102823724.8,38194225.01,11913425.02,5119212.648,880319.0393,4045222.661,92909.14703,19841899.41,19841899.41
 11/29  21:00:00,21372321.2,91625984.56,32465634.81,10126580.81,4232557.868,694007.3587,5487480.486,111520.6916,17135881.33,17135881.33
 11/29  22:00:00,20462860.72,79613732.05,24585954.75,7668775.278,3206071.588,552408.3347,6768426.286,129152.2348,16240082.55,16240082.55
 11/29  23:00:00,18189209.53,70994032.93,21154495.1,6598444.953,2783011.599,319627.5483,8342026.783,148974.2018,13458240.74,13458240.74
 11/29  24:00:00,16370288.58,47671524.85,9501203.977,2963586.28,1370171.315,207680.2998,0,6181.877015,17252412.36,17252412.36
 11/30  01:00:00,15915558.34,32485241.53,4717753.269,1471547.069,680348.5344,55291.09472,2909774.151,51043.7299,6683925.315,6683925.315
 11/30  02:00:00,15006097.86,31255115.21,2830651.962,882928.2412,408209.1206,0,6077510.768,103528.1959,5946188.991,5946188.991
 11/30  03:00:00,14551367.62,30192134.83,1887101.308,588618.8275,272139.4137,0,7570221.988,130189.231,5192496.442,5192496.442
 11/30  04:00:00,14096637.38,30838194.93,1887101.308,588618.8275,272139.4137,0,9064751.688,159561.0711,4769385.24,4769385.24
 11/30  05:00:00,14551367.62,32505392.68,2098031.992,654411.6769,296750.0637,0,9435163.626,163562.0703,5306105.627,5306105.627
 11/30  06:00:00,15006097.86,67788368.83,5756753.656,1795628.869,801223.1995,0,38062068.31,305091.0516,6061505.878,6061505.878
 11/30  07:00:00,16825018.81,149975353.6,13515268.45,4215640.906,1881050.897,0,102862009.5,1282048.402,9394316.597,9394316.597
 11/30  08:00:00,19098670,133256256.7,17103223.81,5334784.892,2380421.419,0,74290261.45,1047310.778,14001584.03,14001584.03
 11/30  09:00:00,19553400.24,114243116.8,18175923.3,5669378.01,2483989.173,0,50544456.86,748123.0027,17067846.21,17067846.21
 11/30  10:00:00,19553400.24,97605116.47,18683578.11,5827724.136,2508914.185,0,30141308.81,455705.9961,20434484.99,20434484.99
 11/30  11:00:00,19553400.24,86643611.68,18175584.49,5669272.33,2438211.789,0,19269149.54,300031.4742,21237961.82,21237961.82
 11/30  12:00:00,20008130.48,81432279.87,17471773.1,5449741.649,2340255.537,0,13366019.11,204910.1757,22591449.76,22591449.76
 11/30  13:00:00,20462860.72,76908060.78,16963779.47,5291289.843,2269553.141,38265.46658,9263421.958,140299.6932,22478590.47,22478590.47
 11/30  14:00:00,20462860.72,70080431.56,16814294.9,5244663.075,2248747.924,73950.77432,4993106,77537.03451,20165270.94,20165270.94
 11/30  15:00:00,20008130.48,67554541.42,17017381.44,5308009.202,2305120.052,99815.27154,2963693.244,48114.78471,19804276.94,19804276.94
 11/30  16:00:00,20917590.96,69152396.55,18344809.79,5722056.565,2596150.651,106392.2704,2530754.921,42118.98828,18892521.93,18892521.93
 11/30  17:00:00,21827051.43,81032161.83,22132002.26,6903345.977,3259778.079,111203.3504,3182793.51,52580.84771,23563406.36,23563406.36
 11/30  18:00:00,23645972.39,101741116.8,29283350.55,9133972.506,4298514.486,754962.5893,4306040.297,87026.48356,30231277.49,30231277.49
 11/30  19:00:00,24100702.63,109564276.3,36634904.16,11427046.47,5150664.493,758379.4189,5052779.006,99879.75026,26339917.15,26339917.15
 11/30  20:00:00,22736511.91,102071719,38194225.01,11913425.02,5119212.648,677207.5171,3511773.02,77463.73287,19841899.41,19841899.41
 11/30  21:00:00,21372321.2,90645725.85,32465634.81,10126580.81,4232557.868,571184.5181,4648587.329,92977.7868,17135881.33,17135881.33
 11/30  22:00:00,20462860.72,78458189.72,24585954.75,7668775.278,3206071.588,472371.6574,5714157.837,107915.2895,16240082.55,16240082.55
 11/30  23:00:00,18189209.53,69416024.42,21154495.1,6598444.953,2783011.599,296295.3384,6815847.025,120480.1396,13458240.74,13458240.74
 11/30  24:00:00,16370288.58,39755814.58,9501203.977,2963586.28,1370171.315,111691.5731,0,3310.482146,9435562.374,9435562.374
 12/01  01:00:00,20124231.82,35427467.4,4717753.269,1471547.069,680348.5344,44044.39762,2073918.787,36000.59406,6279622.928,6279622.928
